,Completed
720575940612331699,True
720575940612331994,True
720575940612332401,True
720575940612333169,True
720575940612333425,True
720575940612333462,True
720575940612333491,True
720575940612333521,True
720575940612333846,True
720575940612334515,True
720575940612334810,True
720575940612335090,True
720575940612335102,True
720575940612335539,True
720575940612336090,True
720575940612336819,True
720575940612336867,True
720575940612337083,True
720575940612337203,True
720575940612337331,True
720575940612337521,True
720575940612337893,True
720575940612338289,True
720575940612338674,True
720575940612338942,True
720575940612339123,True
720575940612339370,True
720575940612340520,True
720575940612340630,True
720575940612341219,True
720575940612341490,True
720575940612341683,True
720575940612342550,True
720575940612342746,True
720575940612342770,True
720575940612343011,True
720575940612343705,True
720575940612344293,True
720575940612344306,True
720575940612344490,True
720575940612344499,True
720575940612344690,True
720575940612345713,True
720575940612346074,True
720575940612346085,True
720575940612346408,True
720575940612346547,True
720575940612347354,True
720575940612347363,True
720575940612347571,True
720575940612348438,True
720575940612348950,True
720575940612349337,True
720575940612349363,True
720575940612350899,True
720575940612351346,True
720575940612351510,True
720575940612352114,True
720575940612352242,True
720575940612352423,True
720575940612352741,True
720575940612353450,True
720575940612354034,True
720575940612354711,True
720575940612354983,True
720575940612355301,True
720575940612355507,True
720575940612355763,True
720575940612356275,True
720575940612356561,True
720575940612356904,True
720575940612357618,True
720575940612358371,True
720575940612358579,True
720575940612358642,True
720575940612359321,True
720575940612359343,True
720575940612360419,True
720575940612360755,True
720575940612360857,True
720575940612361106,True
720575940612361701,True
720575940612362389,True
720575940612362467,True
720575940612362645,True
720575940612362663,True
720575940612362675,True
720575940612362901,True
720575940612363827,True
720575940612363925,True
720575940612364437,True
720575940612364530,True
720575940612364693,True
720575940612364697,True
720575940612365169,True
720575940612365226,True
720575940612365464,True
720575940612365937,True
720575940612366061,True
720575940612366322,True
720575940612367473,True
720575940612368754,True
720575940612369114,True
720575940612369578,True
720575940612370069,True
720575940612370325,True
720575940612371351,True
720575940612371418,True
720575940612371569,True
720575940612371941,True
720575940612372453,True
720575940612372650,True
720575940612373362,True
720575940612373423,True
720575940612374501,True
720575940612374707,True
720575940612374737,True
720575940612374757,True
720575940612374897,True
720575940612374933,True
720575940612375002,True
720575940612375483,True
720575940612375525,True
720575940612375761,True
720575940612376306,True
720575940612376471,True
720575940612376689,True
720575940612376690,True
720575940612376805,True
720575940612376945,True
720575940612376983,True
720575940612377267,True
720575940612377713,True
720575940612377775,True
720575940612378152,True
720575940612378610,True
720575940612379249,True
720575940612379287,True
720575940612379634,True
720575940612380018,True
720575940612380529,True
720575940612380645,True
720575940612380723,True
720575940612380979,True
720575940612381335,True
720575940612381925,True
720575940612382101,True
720575940612382179,True
720575940612382437,True
720575940612382577,True
720575940612382634,True
720575940612382947,True
720575940612383082,True
720575940612383381,True
720575940612383706,True
720575940612384665,True
720575940612385138,True
720575940612385242,True
720575940612385765,True
720575940612385971,True
720575940612386197,True
720575940612386257,True
720575940612386266,True
720575940612387251,True
720575940612387434,True
720575940612387474,True
720575940612387555,True
720575940612387557,True
720575940612388501,True
720575940612388787,True
720575940612390117,True
720575940612390885,True
720575940612391464,True
720575940612391661,True
720575940612391907,True
720575940612392871,True
720575940612393000,True
720575940612393074,True
720575940612393395,True
720575940612393946,True
720575940612394035,True
720575940612394803,True
720575940612394931,True
720575940612395178,True
720575940612395226,True
720575940612395237,True
720575940612395493,True
720575940612395955,True
720575940612396437,True
720575940612397226,True
720575940612397298,True
720575940612397717,True
720575940612397738,True
720575940612398515,True
720575940612398771,True
720575940612398834,True
720575940612399283,True
720575940612399473,True
720575940612399986,True
720575940612400563,True
720575940612400753,True
720575940612401138,True
720575940612401381,True
720575940612401839,True
720575940612402099,True
720575940612402149,True
720575940612402325,True
720575940612402418,True
720575940612403427,True
720575940612403437,True
720575940612403442,True
720575940612403626,True
720575940612403685,True
720575940612403882,True
720575940612404246,True
720575940612404478,True
720575940612404502,True
720575940612404709,True
720575940612404954,True
720575940612405221,True
720575940612405477,True
720575940612405617,True
720575940612405618,True
720575940612405746,True
720575940612405987,True
720575940612405989,True
720575940612406509,True
720575940612407002,True
720575940612407219,True
720575940612407409,True
720575940612407505,True
720575940612407538,True
720575940612407581,True
720575940612407701,True
720575940612408499,True
720575940612409059,True
720575940612409237,True
720575940612409457,True
720575940612409494,True
720575940612409586,True
720575940612409885,True
720575940612410074,True
720575940612410085,True
720575940612410481,True
720575940612411098,True
720575940612411289,True
720575940612412851,True
720575940612413157,True
720575940612413298,True
720575940612413413,True
720575940612413589,True
720575940612413610,True
720575940612414065,True
720575940612414101,True
720575940612414131,True
720575940612414515,True
720575940612414869,True
720575940612415146,True
720575940612415706,True
720575940612415742,True
720575940612416766,True
720575940612416997,True
720575940612417429,True
720575940612417905,True
720575940612417941,True
720575940612418019,True
720575940612418161,True
720575940612418201,True
720575940612418285,True
720575940612418483,True
720575940612418991,True
720575940612419763,True
720575940612420118,True
720575940612420338,True
720575940612420594,True
720575940612420783,True
720575940612421101,True
720575940612421290,True
720575940612421605,True
720575940612421618,True
720575940612421874,True
720575940612422002,True
720575940612422037,True
720575940612422513,True
720575940612422579,True
720575940612422629,True
720575940612422654,True
720575940612422696,True
720575940612422809,True
720575940612423026,True
720575940612423208,True
720575940612423386,True
720575940612423653,True
720575940612423829,True
720575940612423922,True
720575940612424232,True
720575940612424362,True
720575940612424470,True
720575940612425238,True
720575940612425714,True
720575940612425946,True
720575940612426226,True
720575940612426714,True
720575940612426994,True
720575940612427157,True
720575940612427414,True
720575940612427670,True
720575940612428951,True
720575940612429018,True
720575940612429037,True
720575940612429482,True
720575940612429714,True
720575940612429743,True
720575940612429822,True
720575940612429938,True
720575940612429994,True
720575940612430771,True
720575940612430821,True
720575940612431473,True
720575940612431795,True
720575940612432021,True
720575940612432101,True
720575940612432241,True
720575940612432602,True
720575940612432626,True
720575940612433010,True
720575940612433265,True
720575940612433266,True
720575940612433578,True
720575940612433778,True
720575940612433901,True
720575940612434069,True
720575940612434099,True
720575940612434346,True
720575940612434661,True
720575940612435198,True
720575940612435353,True
720575940612435442,True
720575940612435454,True
720575940612435685,True
720575940612435698,True
720575940612436135,True
720575940612436186,True
720575940612436264,True
720575940612436403,True
720575940612436965,True
720575940612437234,True
720575940612437674,True
720575940612438386,True
720575940612438490,True
720575940612438514,True
720575940612439219,True
720575940612439269,True
720575940612439449,True
720575940612439761,True
720575940612439781,True
720575940612439958,True
720575940612440037,True
720575940612440725,True
720575940612442419,True
720575940612443029,True
720575940612443315,True
720575940612443827,True
720575940612443890,True
720575940612443926,True
720575940612443944,True
720575940612444309,True
720575940612444339,True
720575940612444569,True
720575940612444645,True
720575940612444851,True
720575940612444914,True
720575940612445107,True
720575940612445170,True
720575940612445938,True
720575940612446194,True
720575940612446744,True
720575940612446866,True
720575940612446869,True
720575940612447474,True
720575940612448426,True
720575940612448790,True
720575940612448997,True
720575940612449203,True
720575940612450001,True
720575940612450277,True
720575940612450453,True
720575940612450730,True
720575940612451025,True
720575940612451223,True
720575940612452019,True
720575940612452978,True
720575940612453013,True
720575940612453299,True
720575940612453522,True
720575940612453526,True
720575940612453603,True
720575940612454579,True
720575940612454618,True
720575940612454769,True
720575940612455061,True
720575940612455282,True
720575940612455321,True
720575940612455338,True
720575940612455537,True
720575940612455573,True
720575940612455599,True
720575940612455917,True
720575940612456359,True
720575940612456883,True
720575940612457139,True
720575940612457690,True
720575940612458211,True
720575940612458609,True
720575940612460211,True
720575940612460723,True
720575940612461426,True
720575940612461461,True
720575940612461491,True
720575940612461795,True
720575940612461977,True
720575940612462307,True
720575940612462578,True
720575940612463027,True
720575940612463346,True
720575940612463511,True
720575940612463578,True
720575940612463989,True
720575940612464114,True
720575940612464370,True
720575940612464867,True
720575940612464882,True
720575940612465777,True
720575940612465817,True
720575940612465882,True
720575940612465960,True
720575940612466329,True
720575940612466867,True
720575940612466930,True
720575940612467626,True
720575940612468130,True
720575940612468594,True
720575940612468709,True
720575940612468965,True
720575940612469221,True
720575940612469617,True
720575940612469654,True
720575940612469683,True
720575940612469782,True
720575940612469939,True
720575940612470258,True
720575940612470490,True
720575940612470755,True
720575940612470757,True
720575940612471091,True
720575940612471282,True
720575940612471294,True
720575940612471447,True
720575940612471921,True
720575940612472037,True
720575940612472050,True
720575940612472217,True
720575940612472231,True
720575940612472243,True
720575940612472538,True
720575940612472689,True
720575940612473050,True
720575940612473074,True
720575940612473128,True
720575940612473202,True
720575940612473562,True
720575940612473640,True
720575940612474026,True
720575940612474035,True
720575940612475365,True
720575940612475610,True
720575940612476122,True
720575940612476634,True
720575940612476842,True
720575940612477235,True
720575940612477589,True
720575940612477809,True
720575940612477875,True
720575940612478181,True
720575940612478383,True
720575940612478890,True
720575940612478957,True
720575940612479129,True
720575940612479205,True
720575940612479601,True
720575940612479850,True
720575940612480151,True
720575940612481941,True
720575940612481971,True
720575940612482227,True
720575940612482522,True
720575940612483309,True
720575940612483498,True
720575940612483606,True
720575940612483826,True
720575940612484778,True
720575940612484886,True
720575940612485357,True
720575940612485489,True
720575940612486067,True
720575940612486371,True
720575940612486570,True
720575940612486826,True
720575940612487405,True
720575940612487574,True
720575940612488089,True
720575940612488106,True
720575940612488341,True
720575940612488419,True
720575940612488615,True
720575940612489109,True
720575940612489113,True
720575940612489365,True
720575940612489565,True
720575940612489625,True
720575940612489768,True
720575940612489907,True
720575940612490723,True
720575940612491250,True
720575940612491695,True
720575940612491762,True
720575940612491929,True
720575940612492202,True
720575940612492211,True
720575940612492441,True
720575940612492723,True
720575940612493487,True
720575940612493530,True
720575940612494485,True
720575940612494578,True
720575940612494997,True
720575940612495331,True
720575940612496242,True
720575940612496346,True
720575940612496497,True
720575940612496533,True
720575940612496918,True
720575940612497322,True
720575940612497906,True
720575940612498073,True
720575940612498129,True
720575940612498346,True
720575940612498984,True
720575940612499097,True
720575940612499186,True
720575940612499222,True
720575940612499442,True
720575940612499609,True
720575940612499891,True
720575940612500082,True
720575940612500466,True
720575940612501466,True
720575940612501722,True
720575940612502056,True
720575940612502245,True
720575940612502501,True
720575940612502514,True
720575940612503146,True
720575940612503449,True
720575940612504243,True
720575940612504434,True
720575940612504818,True
720575940612505779,True
720575940612505842,True
720575940612506330,True
720575940612506341,True
720575940612506354,True
720575940612506482,True
720575940612506595,True
720575940612506994,True
720575940612507801,True
720575940612507885,True
720575940612507890,True
720575940612507902,True
720575940612508133,True
720575940612508851,True
720575940612509337,True
720575940612509402,True
720575940612509866,True
720575940612510634,True
720575940612511218,True
720575940612511450,True
720575940612511658,True
720575940612511894,True
720575940612512146,True
720575940612512409,True
720575940612512498,True
720575940612512665,True
720575940612513005,True
720575940612513517,True
720575940612514867,True
720575940612515058,True
720575940612515546,True
720575940612517106,True
720575940612517489,True
720575940612517928,True
720575940612518055,True
720575940612519538,True
720575940612519833,True
720575940612519934,True
720575940612520410,True
720575940612520470,True
720575940612520618,True
720575940612520666,True
720575940612520857,True
720575940612520933,True
720575940612522482,True
720575940612522646,True
720575940612522905,True
720575940612522961,True
720575940612522970,True
720575940612522994,True
720575940612523506,True
720575940612523571,True
720575940612524030,True
720575940612524202,True
720575940612524261,True
720575940612524401,True
720575940612524566,True
720575940612524773,True
720575940612525042,True
720575940612525298,True
720575940612525491,True
720575940612526771,True
720575940612526819,True
720575940612526834,True
720575940612527333,True
720575940612527729,True
720575940612528346,True
720575940612528563,True
720575940612528626,True
720575940612529331,True
720575940612531097,True
720575940612531370,True
720575940612531442,True
720575940612531891,True
720575940612531921,True
720575940612532121,True
720575940612532138,True
720575940612532466,True
720575940612532659,True
720575940612532709,True
720575940612532906,True
720575940612533477,True
720575940612534056,True
720575940612534129,True
720575940612534641,True
720575940612534681,True
720575940612534954,True
720575940612535282,True
720575940612535533,True
720575940612535538,True
720575940612535770,True
720575940612536371,True
720575940612536785,True
720575940612536805,True
720575940612537061,True
720575940612537366,True
720575940612537497,True
720575940612537523,True
720575940612538538,True
720575940612538737,True
720575940612539443,True
720575940612539505,True
720575940612539538,True
720575940612539545,True
720575940612539634,True
720575940612540074,True
720575940612540529,True
720575940612540569,True
720575940612540645,True
720575940612541081,True
720575940612541235,True
720575940612541359,True
720575940612541411,True
720575940612542634,True
720575940612542742,True
720575940612542873,True
720575940612542938,True
720575940612543146,True
720575940612543254,True
720575940612543658,True
720575940612544242,True
720575940612544426,True
720575940612544790,True
720575940612544921,True
720575940612544935,True
720575940612544938,True
720575940612545010,True
720575940612545137,True
720575940612545522,True
720575940612546034,True
720575940612546838,True
720575940612546991,True
720575940612547045,True
720575940612547225,True
720575940612547442,True
720575940612547481,True
720575940612547570,True
720575940612547697,True
720575940612547698,True
720575940612547737,True
720575940612547813,True
720575940612548325,True
720575940612548338,True
720575940612548505,True
720575940612548886,True
720575940612549171,True
720575940612549349,True
720575940612549490,True
720575940612549529,True
720575940612549799,True
720575940612549802,True
720575940612549910,True
720575940612551141,True
720575940612551321,True
720575940612551594,True
720575940612552371,True
720575940612552946,True
720575940612553189,True
720575940612553642,True
720575940612553957,True
720575940612553970,True
720575940612554163,True
720575940612554226,True
720575940612554393,True
720575940612554407,True
720575940612554979,True
720575940612555762,True
720575940612556401,True
720575940612556402,True
720575940612556438,True
720575940612556441,True
720575940612556658,True
720575940612556697,True
720575940612556773,True
720575940612557479,True
720575940612557994,True
720575940612558061,True
720575940612558358,True
720575940612559341,True
720575940612559587,True
720575940612560051,True
720575940612560150,True
720575940612560537,True
720575940612560611,True
720575940612560680,True
720575940612560753,True
720575940612560793,True
720575940612561125,True
720575940612561381,True
720575940612561561,True
720575940612562525,True
720575940612562841,True
720575940612562858,True
720575940612563171,True
720575940612563379,True
720575940612563454,True
720575940612563891,True
720575940612564135,True
720575940612564337,True
720575940612564338,True
720575940612564394,True
720575940612565657,True
720575940612565674,True
720575940612565733,True
720575940612566234,True
720575940612566294,True
720575940612566634,True
720575940612566954,True
720575940612567002,True
720575940612567210,True
720575940612567258,True
720575940612567449,True
720575940612567665,True
720575940612567722,True
720575940612568499,True
720575940612568549,True
720575940612568803,True
720575940612568985,True
720575940612569194,True
720575940612569457,True
720575940612570481,True
720575940612570538,True
720575940612570595,True
720575940612570993,True
720575940612571059,True
720575940612571373,True
720575940612571621,True
720575940612572017,True
720575940612572054,True
720575940612572131,True
720575940612572529,True
720575940612572569,True
720575940612572670,True
720575940612572723,True
720575940612572822,True
720575940612573554,True
720575940612573914,True
720575940612573925,True
720575940612574189,True
720575940612574435,True
720575940612574450,True
720575940612574634,True
720575940612574887,True
720575940612574998,True
720575940612575230,True
720575940612575717,True
720575940612576227,True
720575940612576254,True
720575940612576682,True
720575940612576730,True
720575940612577393,True
720575940612577587,True
720575940612578673,True
720575940612578929,True
720575940612578962,True
720575940612579053,True
720575940612579441,True
720575940612579763,True
720575940612579813,True
720575940612580067,True
720575940612580721,True
720575940612580761,True
720575940612580977,True
720575940612581034,True
720575940612582514,True
720575940612582809,True
720575940612582898,True
720575940612583025,True
720575940612583091,True
720575940612584173,True
720575940612584419,True
720575940612584883,True
720575940612585011,True
720575940612585577,True
720575940612586151,True
720575940612586211,True
720575940612586666,True
720575940612586905,True
720575940612586981,True
720575940612587286,True
720575940612587377,True
720575940612588145,True
720575940612588202,True
720575940612588211,True
720575940612589170,True
720575940612589226,True
720575940612589735,True
720575940612589991,True
720575940612590102,True
720575940612590503,True
720575940612590515,True
720575940612590754,True
720575940612591346,True
720575940612591569,True
720575940612592281,True
720575940612592537,True
720575940612592626,True
720575940612593258,True
720575940612593361,True
720575940612593406,True
720575940612593617,True
720575940612594674,True
720575940612594855,True
720575940612596461,True
720575940612596466,True
720575940612596593,True
720575940612596954,True
720575940612597171,True
720575940612597617,True
720575940612597873,True
720575940612597930,True
720575940612598129,True
720575940612598499,True
720575940612598695,True
720575940612598698,True
720575940612598755,True
720575940612599013,True
720575940612599193,True
720575940612599215,True
720575940612599533,True
720575940612599574,True
720575940612599665,True
720575940612600293,True
720575940612600433,True
720575940612600529,True
720575940612601969,True
720575940612602163,True
720575940612603033,True
720575940612603176,True
720575940612603289,True
720575940612603634,True
720575940612603926,True
720575940612605041,True
720575940612605462,True
720575940612605554,True
720575940612605602,True
720575940612605667,True
720575940612606105,True
720575940612606131,True
720575940612606673,True
720575940612606899,True
720575940612607953,True
720575940612608741,True
720575940612608790,True
720575940612610789,True
720575940612611185,True
720575940612611301,True
720575940612611498,True
720575940612612094,True
720575940612612275,True
720575940612612465,True
720575940612612581,True
720575940612612594,True
720575940612612886,True
720575940612613551,True
720575940612614067,True
720575940612614513,True
720575940612615149,True
720575940612615282,True
720575940612615570,True
720575940612615577,True
720575940612615599,True
720575940612615833,True
720575940612615917,True
720575940612616154,True
720575940612616305,True
720575940612616627,True
720575940612616883,True
720575940612617453,True
720575940612617881,True
720575940612617946,True
720575940612618931,True
720575940612619059,True
720575940612619431,True
720575940612620145,True
720575940612620269,True
720575940612621169,True
720575940612621235,True
720575940612621285,True
720575940612621425,True
720575940612621530,True
720575940612621541,True
720575940612621590,True
720575940612621721,True
720575940612621786,True
720575940612621999,True
720575940612622102,True
720575940612622515,True
720575940612622821,True
720575940612623474,True
720575940612623795,True
720575940612624051,True
720575940612624554,True
720575940612624753,True
720575940612625075,True
720575940612625381,True
720575940612626538,True
720575940612626641,True
720575940612626650,True
720575940612626966,True
720575940612627058,True
720575940612627106,True
720575940612627314,True
720575940612627882,True
720575940612628186,True
720575940612628195,True
720575940612628709,True
720575940612628758,True
720575940612628906,True
720575940612629210,True
720575940612629418,True
720575940612629477,True
720575940612629978,True
720575940612630130,True
720575940612630386,True
720575940612630434,True
720575940612630550,True
720575940612630642,True
720575940612630707,True
720575940612630757,True
720575940612630963,True
720575940612631705,True
720575940612631761,True
720575940612631970,True
720575940612631987,True
720575940612632026,True
720575940612632243,True
720575940612632306,True
720575940612632945,True
720575940612633494,True
720575940612633770,True
720575940612634009,True
720575940612634341,True
720575940612635050,True
720575940612635117,True
720575940612635122,True
720575940612636021,True
720575940612637354,True
720575940612637554,True
720575940612637669,True
720575940612637809,True
720575940612637810,True
720575940612638437,True
720575940612638693,True
720575940612638866,True
720575940612638929,True
720575940612638998,True
720575940612641137,True
720575940612641394,True
720575940612641442,True
720575940612641459,True
720575940612641649,True
720575940612642674,True
720575940612642730,True
720575940612643034,True
720575940612643242,True
720575940612643954,True
720575940612644058,True
720575940612644522,True
720575940612644837,True
720575940612645017,True
720575940612645082,True
720575940612645234,True
720575940612645338,True
720575940612645490,True
720575940612645618,True
720575940612645785,True
720575940612646579,True
720575940612646642,True
720575940612646826,True
720575940612646883,True
720575940612647025,True
720575940612647130,True
720575940612647141,True
720575940612647166,True
720575940612647282,True
720575940612647386,True
720575940612647603,True
720575940612648029,True
720575940612648106,True
720575940612648115,True
720575940612648561,True
720575940612648817,True
720575940612648818,True
720575940612649074,True
720575940612649122,True
720575940612649386,True
720575940612649625,True
720575940612650213,True
720575940612650792,True
720575940612651030,True
720575940612651048,True
720575940612651749,True
720575940612651994,True
720575940612652261,True
720575940612652723,True
720575940612652975,True
720575940612653937,True
720575940612654334,True
720575940612654376,True
720575940612654449,True
720575940612654506,True
720575940612654573,True
720575940612654632,True
720575940612654771,True
720575940612655027,True
720575940612655077,True
720575940612655539,True
720575940612655729,True
720575940612655733,True
720575940612655845,True
720575940612656101,True
720575940612656602,True
720575940612657010,True
720575940612657319,True
720575940612657394,True
720575940612657522,True
720575940612657637,True
720575940612657834,True
720575940612658602,True
720575940612658858,True
720575940612658984,True
720575940612659570,True
720575940612659674,True
720575940612659826,True
720575940612660377,True
720575940612660453,True
720575940612660520,True
720575940612661145,True
720575940612661162,True
720575940612661418,True
720575940612661683,True
720575940612661782,True
720575940612661873,True
720575940612662167,True
720575940612662385,True
720575940612662499,True
720575940612662698,True
720575940612662770,True
720575940612663705,True
720575940612663722,True
720575940612663961,True
720575940612664273,True
720575940612664282,True
720575940612664482,True
720575940612664818,True
720575940612665457,True
720575940612665494,True
720575940612665562,True
720575940612666646,True
720575940612667042,True
720575940612667414,True
720575940612668018,True
720575940612668529,True
720575940612668586,True
720575940612668658,True
720575940612668834,True
720575940612669081,True
720575940612669682,True
720575940612669849,True
720575940612669933,True
720575940612669992,True
720575940612670354,True
720575940612670361,True
720575940612670570,True
720575940612671146,True
720575940612671194,True
720575940612671450,True
720575940612671461,True
720575940612672881,True
720575940612672986,True
720575940612673174,True
720575940612673242,True
720575940612673266,True
720575940612673393,True
720575940612673498,True
720575940612673754,True
720575940612674257,True
720575940612674277,True
720575940612675045,True
720575940612675225,True
720575940612675507,True
720575940612676314,True
720575940612676721,True
720575940612677142,True
720575940612677362,True
720575940612677613,True
720575940612677811,True
720575940612677850,True
720575940612678001,True
720575940612678130,True
720575940612678373,True
720575940612678637,True
720575940612679026,True
720575940612679130,True
720575940612679594,True
720575940612679603,True
720575940612679898,True
720575940612679922,True
720575940612680050,True
720575940612680165,True
720575940612680371,True
720575940612680818,True
720575940612680883,True
720575940612681113,True
720575940612681139,True
720575940612681512,True
720575940612681898,True
720575940612682467,True
720575940612682714,True
720575940612682902,True
720575940612683482,True
720575940612683670,True
720575940612683729,True
720575940612683816,True
720575940612684054,True
720575940612684402,True
720575940612684506,True
720575940612684773,True
720575940612684822,True
720575940612685029,True
720575940612685162,True
720575940612685777,True
720575940612685810,True
720575940612685864,True
720575940612685977,True
720575940612686053,True
720575940612686233,True
720575940612686358,True
720575940612686563,True
720575940612686834,True
720575940612687144,True
720575940612687346,True
720575940612687382,True
720575940612687466,True
720575940612687597,True
720575940612688150,True
720575940612688242,True
720575940612689266,True
720575940612689645,True
720575940612689882,True
720575940612689893,True
720575940612690338,True
720575940612690394,True
720575940612691891,True
720575940612692633,True
720575940612692672,True
720575940612692698,True
720575940612692889,True
720575940612692915,True
720575940612692963,True
720575940612692965,True
720575940612693544,True
720575940612693733,True
720575940612694568,True
720575940612694698,True
720575940612694755,True
720575940612695525,True
720575940612695592,True
720575940612695830,True
720575940612696282,True
720575940612696371,True
720575940612696728,True
720575940612696805,True
720575940612696854,True
720575940612697562,True
720575940612697714,True
720575940612698287,True
720575940612698521,True
720575940612698610,True
720575940612698842,True
720575940612698853,True
720575940612699047,True
720575940612699098,True
720575940612699354,True
720575940612699621,True
720575940612699670,True
720575940612700450,True
720575940612700586,True
720575940612700847,True
720575940612701354,True
720575940612701669,True
720575940612701974,True
720575940612702105,True
720575940612702426,True
720575940612702515,True
720575940612703973,True
720575940612704209,True
720575940612704802,True
720575940612705253,True
720575940612706706,True
720575940612707490,True
720575940612707811,True
720575940612708010,True
720575940612708323,True
720575940612708374,True
720575940612708775,True
720575940612709234,True
720575940612710184,True
720575940612710371,True
720575940612710883,True
720575940612711082,True
720575940612711594,True
720575940612711603,True
720575940612711859,True
720575940612711958,True
720575940612712354,True
720575940612712401,True
720575940612713322,True
720575940612713937,True
720575940612713946,True
720575940612714671,True
720575940612714723,True
720575940612715175,True
720575940612715738,True
720575940612716458,True
720575940612716497,True
720575940612716771,True
720575940612717202,True
720575940612717530,True
720575940612717786,True
720575940612717795,True
720575940612717994,True
720575940612718322,True
720575940612718554,True
720575940612718563,True
720575940612718821,True
720575940612719090,True
720575940612719274,True
720575940612719322,True
720575940612720042,True
720575940612720370,True
720575940612720691,True
720575940612720867,True
720575940612720947,True
720575940612721063,True
720575940612721587,True
720575940612721770,True
720575940612722602,True
720575940612722661,True
720575940612723314,True
720575940612723379,True
720575940612723409,True
720575940612723626,True
720575940612724195,True
720575940612724650,True
720575940612725234,True
720575940612725418,True
720575940612725466,True
720575940612725906,True
720575940612726770,True
720575940612726835,True
720575940612727154,True
720575940612727550,True
720575940612727722,True
720575940612727761,True
720575940612727770,True
720575940612728342,True
720575940612728466,True
720575940612728557,True
720575940612728794,True
720575940612729050,True
720575940612729714,True
720575940612729829,True
720575940612730538,True
720575940612730794,True
720575940612730920,True
720575940612730997,True
720575940612731315,True
720575940612731670,True
720575940612731688,True
720575940612732050,True
720575940612732083,True
720575940612732146,True
720575940612732339,True
720575940612733107,True
720575940612733235,True
720575940612733298,True
720575940612733346,True
720575940612733667,True
720575940612733914,True
720575940612734066,True
720575940612734122,True
720575940612734131,True
720575940612734358,True
720575940612734515,True
720575940612734570,True
720575940612734643,True
720575940612734693,True
720575940612735205,True
720575940612736170,True
720575940612737174,True
720575940612737233,True
720575940612738001,True
720575940612738010,True
720575940612738266,True
720575940612739186,True
720575940612740069,True
720575940612740325,True
720575940612740374,True
720575940612740466,True
720575940612740722,True
720575940612740835,True
720575940612740850,True
720575940612740886,True
720575940612740904,True
720575940612741160,True
720575940612741338,True
720575940612741594,True
720575940612741654,True
720575940612741799,True
720575940612742297,True
720575940612742314,True
720575940612742629,True
720575940612742642,True
720575940612743330,True
720575940612743410,True
720575940612743922,True
720575940612743958,True
720575940612744154,True
720575940612744362,True
720575940612744410,True
720575940612744618,True
720575940612745443,True
720575940612746226,True
720575940612747158,True
720575940612747434,True
720575940612747682,True
720575940612747890,True
720575940612748003,True
720575940612748146,True
720575940612749274,True
720575940612750250,True
720575940612751066,True
720575940612751466,True
720575940612751513,True
720575940612752090,True
720575940612752101,True
720575940612752303,True
720575940612752611,True
720575940612753174,True
720575940612753192,True
720575940612753561,True
720575940612753882,True
720575940612754162,True
720575940612754582,True
720575940612754930,True
720575940612755314,True
720575940612755618,True
720575940612755665,True
720575940612756399,True
720575940612756630,True
720575940612756722,True
720575940612756882,True
720575940612757490,True
720575940612757922,True
720575940612758243,True
720575940612758514,True
720575940612758934,True
720575940612760306,True
720575940612760994,True
720575940612761458,True
720575940612761523,True
720575940612761598,True
720575940612761750,True
720575940612761842,True
720575940612761854,True
720575940612761896,True
720575940612763158,True
720575940612763242,True
720575940612763250,True
720575940612763306,True
720575940612763542,True
720575940612764438,True
720575940612765330,True
720575940612765462,True
720575940612765846,True
720575940612766102,True
720575940612766378,True
720575940612766515,True
720575940612766691,True
720575940612766873,True
720575940612767126,True
720575940612767474,True
720575940612767641,True
720575940612767663,True
720575940612768106,True
720575940612768665,True
720575940612768741,True
720575940612769433,True
720575940612769906,True
720575940612770227,True
720575940612770418,True
720575940612770739,True
720575940612771299,True
720575940612772077,True
720575940612772915,True
720575940612773374,True
720575940612774041,True
720575940612774371,True
720575940612774373,True
720575940612774627,True
720575940612774883,True
720575940612774952,True
720575940612775065,True
720575940612775530,True
720575940612775720,True
720575940612775859,True
720575940612775934,True
720575940612775958,True
720575940612776879,True
720575940612778137,True
720575940612778213,True
720575940612778393,True
720575940612778646,True
720575940612778649,True
720575940612779237,True
720575940612779417,True
720575940612779493,True
720575940612779690,True
720575940612780441,True
720575940612780530,True
720575940612780723,True
720575940612780822,True
720575940612781226,True
720575940612781549,True
720575940612782899,True
720575940612783023,True
720575940612783218,True
720575940612783638,True
720575940612784754,True
720575940612784819,True
720575940612784894,True
720575940612785174,True
720575940612785381,True
720575940612786995,True
720575940612787370,True
720575940612788008,True
720575940612788655,True
720575940612789219,True
720575940612789401,True
720575940612790038,True
720575940612790442,True
720575940612791277,True
720575940612791318,True
720575940612792830,True
720575940612793622,True
720575940612793907,True
720575940612794134,True
720575940612794902,True
720575940612796083,True
720575940612796330,True
720575940612796438,True
720575940612796786,True
720575940612797480,True
720575940612797810,True
720575940612798122,True
720575940612798643,True
720575940612798899,True
720575940612798998,True
720575940612800153,True
720575940612801022,True
720575940612801331,True
720575940612802019,True
720575940612802479,True
720575940612803094,True
720575940612803606,True
720575940612803737,True
720575940612804325,True
720575940612804514,True
720575940612804606,True
720575940612804862,True
720575940612805118,True
720575940612806809,True
720575940612807091,True
720575940612807830,True
720575940612807958,True
720575940612808086,True
720575940612808657,True
720575940612809443,True
720575940612810226,True
720575940612810905,True
720575940612811122,True
720575940612812434,True
720575940612812914,True
720575940612812950,True
720575940612813539,True
720575940612813747,True
